Emotion,Text
neutral,Anybody gonna eat that?
joy,Pheebs!
joy,Hey!
neutral,"Listen, you know how uh, when you’re wearing pants and you lean forward I check out your underwear?"
neutral,Yeah!
neutral,I know. They were mine.
neutral,"No, it’s not! We were just goofing around and I dared him to try them on."
neutral,I’m wearing his briefs right now.
joy,I think so too. And that little flap? Great for holding my lipstick.
neutral,"Yeah, I wouldn’t know about that."
joy,And! Y’know what Jake says? That women’s underwear is actually more comfortable. And he loves the way the silk feels against his skin.
neutral,There is nothing wrong with Jake! Okay? He is all man! I’m thinking even more than you.
neutral,I’m just saying that only a man completely secure with his masculinity could walk around in women’s underwear!
neutral,I don’t think you could ever do that.
neutral,Hey! I
neutral,Lusts of the flesh.
neutral,What?
neutral,I don’t know.  A cowboy theme?
neutral,"Hey uh, is it okay to come in?"
joy,"Of course! Oh Joey, this ring I…it’s beautiful I love it!"
neutral,"Yeah uh look Rach, there’s something I gotta tell ya."
joy,Hey!
neutral,Hey! Are you ready to try nursing again?
neutral,"Yeah! Hi Emma. Hey, why do you think she won’t take my  breast?"
neutral,"It’s all right honey, it takes some babies a while to get it,  but don’t worry. It’ll happen."
anger,Yowza
neutral,"Okay sweetie, you can do it. Just open up and put it in your  mouth."
neutral,"I’m sorry honey, what were you saying?"
neutral,"Oh uh-uh yeah, I think that…"
neutral,Do you think my nipples are  too big for her mouth?
neutral,She looks scared.
neutral,Doesn’t she  look scared?
neutral,"Y’know, I don’t really know her."
neutral,Can you see my nipples through this shirt?
neutral,"No. But don't worry, I'm sure they're still there."
neutral,"Where are you going, Mr. Suity-Man?"
neutral,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo."""
neutral,"Actually, tomorrow night kinda depends on how tonight goes."
sadness,"Oh, uh, listen, about tonight..."
anger,"No, no, no, don't you dare bail on me."
neutral,The only reason she's goin' out with me is because I said I could bring a friend for her friend.
anger,"Yes, I know, but her friend sounds like such a..."
neutral,Pathetic mess?
neutral,"I know, but—come on, man, she's needy, she's vulnerable."
joy,"I'm thinkin', cha-ching!"
neutral,Thanks.
neutral,"Look, you have not been out with a woman since Janice."
neutral,You're doin' this.
neutral,Hi. She said yes.
joy,"Yes! Way to go, man!  Still got the egg, huh?"
joy,"""Happy birthday to you!"""
neutral,You’re paying for that.
neutral,But it really
neutral,You are no longer authorized to distribute birthday muffins.
anger,Damnit!
joy,Rach? Hi!
joy,Hi!
neutral,Did you tell your sister to ask me out?
neutral,Well yeah
neutral,"I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!"
joy,"Yeah but after you said it was okay, I figured, ""Why not?!"""
neutral,Oh so-so not really never.
neutral,I have to say you are a much bigger person than I am.
neutral,"I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate."
neutral,"Hey, if you ever want to go out with Monica, you have my blessing."
joy,"Oh-ho, and mine!"
fear,No-no wait-wait! I can’t just let you hang up! Just please talk to me.
neutral,Well…I only have one thing to do today.  I guess I could push it back.
sadness,"Yeah! Now, why do you want to kill yourself?"
sadness,"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!"
neutral,Chandler?
sadness,I-I’m sorry?
sadness,"No look, I-I’m sure that people know you exist!"
sadness,Oh yeah?
neutral,I work in a cubicle surrounded by people.
sadness,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.
neutral,Hang-hang on.
neutral,Hey everybody!
sadness,"Uh, I’m gonna kill myself!"
neutral,I got nothing.
fear,What am I going to do?
neutral,"Well y’know Joey, you’re a pretty charming guy."
fear,"Thanks, but I kinda have a problem to deal with here."
neutral,"No sweetie, you’ve got to win over the guy that controls C.H.E.E.S.E.! You’ve got to kiss some serious robot ass!"
neutral,That’s not a bad idea.
neutral,"Okay, but if I got to turn on the charm tomorrow I’m not wasting anymore of it over here with you guys."
joy,"Well, actually I got a little bit saved for you Pheebs."
neutral,"So do you think uh, Joey’s more charming than me?"
sadness,Yeah! That’s why I’m sleeping with him on the side.
neutral,"Yeah, you wish."
joy,"""You wish."""
joy,Why are you yelling?
neutral,"Whoa, that"
neutral,Well… It’s a date.
sadness,"Come on Joey, don’t make me feel badly about this."
anger,"No, I’m gonna!!"
anger,That’s right!
anger,"Yeah, you made me feel really guilty about goin’ out with that girl!"
anger,Like-like-like I did something terrible to you!
anger,"And now Pheebs, you’re doing the same thing!"
anger,That—It’s not the same thing! This is
anger,"Okay, well my girl from the other night was special. She was a scientist too!"
anger,"Well, she graduated from high school!"
joy,"Okay, whatever."
neutral,Y’know what?
anger,"I don’t have time to convince you because he’s only here for four hours, and I’m gonna go see him!"
anger,Fine!
anger,Yeah!
anger,Fine!
anger,Yeah!
anger,"What are you still doin’ here?! I told you, lobster ravioli!"
neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway."
neutral,Hi.
neutral,"Ross, you remember Susan."
neutral,Ross.
anger,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?"
neutral,Dr. Oberman.
neutral,..Dr. Oberman. Okay. And is he-
neutral,She.
neutral,#NAME?
neutral,"Yes, and she's very supportive."
joy,"Okay, that's great.  No, I'm- Oh."
neutral,Thanks.
neutral,"Quack, quack.."
neutral,C'mon in.
neutral,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours."
neutral,"So, how ya doin?"
neutral,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.
joy,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!"
anger,"No-no, let me in!"
neutral,Phoebe?
joy,Yeah!
neutral,Can you just hold on for one minute?
joy,"No, you have to let me in right now!!"
neutral,Are you alone?
joy,Yes!
neutral,All right.
anger,Let go!
anger,No! You let go!
joy,How come it’s always us left in the field holding the ball?
neutral,I don’t know. I guess the other people just don’t care enough.
sadness,Hey! It’s starting to snow.
anger,Gimme the this!
anger,Let go!
neutral,Y'know what?
neutral,Umm?
neutral,I bet ‘ya ya I could fit in there.
neutral,I’ve got five bucks says you can’t.
joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too."
neutral,Knick fan?
neutral,"Oh, yeah."
anger,"Oh, boy, do they suck."
neutral,Oh yeah? And who do you like?
neutral,The Celtics.
anger,"Oh, shut up. You know, it's a rebuilding year. You... waah!"
anger,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!"
neutral,There is no father.
fear,"Oh, oh, oh, sorry."
neutral,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here."
neutral,Ok.
fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba."
fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer."
fear,Oh God...
neutral,"I'll be right there, Bernice."
fear,"Look, please, please don't go anywhere, okay?"
neutral,Okay.
neutral,"Okay, we'll be here!"
anger,Hating you!
neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels"
joy,Yeah... I'm pretty sure I'm still gonna marry him.
neutral,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S."
fear,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?
sadness,And I hope Barry doesn't kill you and eat you in Aruba.
neutral,"Listen, Robert’s gonna be here any second so, will one of you just tell him?"
sadness,Oh.
fear,"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’"
anger,"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff."
neutral,"He’s right, even if it’s to say something complementary."
neutral,Hey.
neutral,"So are ready for the gym? They’ve got this new rock climbing wall, we can spot each other."
neutral,"No, I can spot you from here."
neutral,"Okay, listen Robert..."
anger,I don’t have time for this.
neutral,"No, that is what the game is."
neutral,Which you just gave up really quickly.
neutral,Have you seen Joey?
neutral,What’s the matter?
neutral,"Oh, just this!  Y’know what it’s my fault really, because the couch is usually where we"
neutral,"Hey, does somebody wanna hand me one of those tiles."
neutral,He’s retiling my floor.
neutral,Yo!! Spackel boy! Get up!
anger,"Ah-ah-ah, now you started this, you will finish it."
anger,He started mine first!
anger,"Build the unit Cinderelly, lay the tile Cinderelly."
joy,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!
neutral,Can I help you?
fear,Uh-oh.
neutral,"Uh, y'know what, we’re having second thoughts about our copying needs. And we’ll need a little more time to think about it."
neutral,"Chloe, switch with me, there’s some guys here that got a crush on you."
joy,"Okay, that hurt us."
neutral,Hi guys. I haven’t seen you since this morning.
neutral,"Well ah, ........y'know."
neutral,"Hey, what are you guys doing tomorrow night?"
neutral,Maybe. Does that scare ya?
neutral,Relax. It’s just Issac’s D.J.-ing at the Philly. You should come.
joy,We’ll be there.
joy,"Great. I’ll ah, see ya then."
joy,"All right, rock on."
joy,"Umm, candles, champagne, yeah anniversaries are great."
joy,"‘Cause you know love lasts forever, y'know."
sadness,"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up."
joy,"Oh God, Ross I am so sorry."
neutral,"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?"
joy,"Oh yeah, I’d love that."
joy,"Oh, great! Me too."
neutral,I guess it all started when Rachel got this new job.
neutral,And why do you care so much?
joy,Because! You could get to live out my fantasy!
sadness,You had fantasies about Emily?
neutral,"No! Y’know,"
neutral,Is that why in junior high you were the only one that hung out with that Ukrainian kid?
neutral,"Yeah that, plus his mom used to put sour cream on everything!"
neutral,Do you love her?
neutral,"We said it was only going to be two weeks, y’know?"
neutral,What-what is love really?
neutral,"Ohhh, I"
neutral,I am a good kisser.
neutral,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in…  I’ve been watching too much porn."
neutral,So basically this is very easy. You read from the script and try to sell as much toner as you possibly can.
joy,"Okay, I can do that! Oh, by the way, I"
neutral,Why don’t we do a trial run.
neutral,"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?"
neutral,I’m the supply manager.
neutral,"Umm, okay I would like to talk to you about your toner needs."
