Emotion,Text
sadness,i guess which meant or so i assume no photos no words or no other way to convey what it really feels unless you feels it yourself or khi bi t au th m i bi t th ng ng i b au i rephrase it to a bit more gloomy context unless you are hurt yourself you will never have sympathy for the hurt ones
anger,i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder
sadness,i feel bad for a lot of these people because i know from watching documentaries that people who do these drugs are trying to fill a void something that hurt them in the past that they are trying to fill with this drug that makes them feel temporary happiness
sadness,i feel remorseful about leaving food behind and make an effort to eat at least half of it but after stuffing myself at fruits parlor and eating this hamburger steak and all
anger,i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby
fear,im feeling anxious all im really trying to do is project the exact opposite
anger,i feel the cold mostly in my arms and torso
sadness,i feel drained just looking at the date of my real last entry
anger,i have a feeling i shall go mad
fear,i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless
sadness,i feel rather listless and dull today slightly head achy and good chances of blahness throughout the day
fear,i luckily i don t think anyone i know was there at the time but can t help feeling a bit shaken
sadness,i am feeling emotional about something or other positive or otherwise
fear,i feel petrified about his future
anger,im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring
sadness,i went crazy non stop dancing at rouge with her only because the live band was very good i was feeling very troubled and wanted to dance my problems away
sadness,i could feel tears welling in my eyes and felt disappointed at my lack of fitness and ability to keep up and my annoyance at letting it get to me
sadness,i always flashback to her talking about feeling burdened appearing on a radio show alone on lee jaeryong jungeuns good morning
